"","Id","MSZoning","LotArea","Alley","LotShape","LandContour","Utilities","LotConfig","Neighborhood","Condition2","BldgType","OverallQual","OverallCond","YearBuilt","YearRemodAdd","Exterior1st","Exterior2nd","ExterQual","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","Heating","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","PavedDrive","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","SaleType","SaleCondition","SalePrice","Central"
"702",702,4,9600,3,4,4,"1",5,17,3,1,7,5,1969,1969,7,7,4,4,4,6,0,1164,1164,2,2,1164,0,1164,0,1,1,4,6,7,0,2,3,2,528,5,3,0,0,0,0,7,1,5,140000,2
"703",703,4,12438,3,1,4,"1",5,22,3,1,8,5,2006,2006,13,14,1,1,4,6,0,1234,1234,2,2,1264,1312,2576,0,2,1,1,10,7,1,4,1,3,666,5,3,0,0,0,0,7,7,6,361919,2
"704",704,5,7630,3,4,4,"1",5,18,3,2,5,9,1900,1996,14,15,4,3,4,6,0,360,360,2,2,1032,780,1812,0,2,2,3,8,7,1,6,3,2,672,5,1,0,0,0,0,5,9,5,140000,2
"705",705,4,8400,3,4,4,"1",5,6,3,1,7,5,2004,2005,13,14,3,3,1,3,712,761,1473,2,2,1484,0,1484,1,2,1,3,7,7,0,2,2,2,606,5,3,144,0,0,0,5,9,5,213000,2
"706",706,5,5600,3,4,4,"1",5,10,3,2,4,5,1930,1950,13,16,2,5,5,7,0,0,0,2,1,372,720,1092,0,2,2,2,7,5,0,7,4,0,0,6,1,0,0,0,3500,7,9,5,55000,1
"707",707,4,115149,3,2,3,"1",2,5,3,1,7,5,1971,2002,10,11,4,3,2,3,1219,424,1643,2,2,1824,0,1824,1,2,1,3,5,7,2,2,3,2,739,5,3,0,0,0,0,6,9,5,302000,2
"708",708,4,6240,3,4,4,"1",5,16,3,5,8,5,2006,2006,9,9,3,3,4,3,863,461,1324,2,2,1324,0,1324,1,2,1,3,6,7,1,2,1,2,550,5,3,0,0,0,0,12,9,5,254000,2
"709",709,4,9018,3,1,4,"1",5,9,3,1,7,5,2007,2007,13,14,3,3,1,6,0,728,728,2,2,728,728,1456,0,2,1,3,8,7,1,2,1,2,400,5,3,0,0,0,0,7,7,6,179540,2
"710",710,4,7162,3,1,4,"1",5,19,3,1,5,7,1966,1966,7,7,4,4,4,6,0,876,876,2,2,904,0,904,0,1,1,4,6,7,0,2,3,1,408,5,3,0,0,0,0,12,9,1,109900,2
"711",711,4,4130,3,1,4,"1",5,4,3,1,3,6,1935,2003,13,14,3,4,4,6,0,270,270,2,2,729,0,729,0,1,1,4,5,2,0,7,4,0,0,6,1,0,0,0,0,7,9,5,52000,2
"712",712,1,8712,2,4,2,"1",5,10,3,1,4,7,1900,1950,9,9,4,4,3,6,0,859,859,2,2,859,319,1178,0,1,1,4,7,7,0,6,2,1,384,5,1,0,0,0,0,1,9,1,102776,2
"713",713,4,4671,3,1,2,"1",5,22,3,5,8,5,1988,1989,7,7,3,3,3,3,767,461,1228,2,2,1228,0,1228,1,2,1,3,5,7,1,2,1,2,472,5,3,0,0,0,0,10,9,5,189000,2
"714",714,4,9873,3,4,4,"1",5,4,3,2,4,5,1970,1970,7,7,4,4,1,1,789,171,960,3,1,960,0,960,1,1,1,4,6,7,0,6,3,2,576,5,3,0,0,0,0,5,9,5,129000,1
"715",715,4,13517,3,1,4,"1",2,19,3,1,6,8,1976,2005,7,11,3,4,4,3,533,192,725,2,2,725,754,1479,0,2,1,3,6,7,0,2,2,2,475,5,3,0,0,0,0,3,9,5,130500,2
"716",716,4,10140,3,4,4,"1",5,17,3,1,6,5,1974,1974,7,7,4,3,4,6,0,1064,1064,2,2,1350,0,1350,0,2,1,4,7,7,1,2,2,2,478,5,3,0,0,0,0,8,9,5,165000,2
"717",717,5,10800,1,4,1,"1",5,18,3,1,7,8,1890,1998,14,14,4,4,4,6,0,718,718,2,2,1576,978,2554,0,1,1,4,8,7,0,6,3,2,704,5,2,0,0,0,0,7,9,5,159500,2
"718",718,4,10000,3,4,4,"1",5,17,3,1,5,6,1973,2000,7,7,4,3,4,2,1084,92,1176,2,2,1178,0,1178,0,1,1,3,5,7,1,2,3,2,439,5,3,0,0,0,0,11,9,5,157000,2
"719",719,4,10542,3,4,4,"1",5,14,3,1,7,5,1993,1994,14,8,3,3,2,3,1173,138,1311,2,2,1325,1093,2418,1,2,1,3,9,7,1,2,2,3,983,5,3,0,0,0,0,8,9,5,341000,2
"720",720,4,9920,3,1,4,"1",5,6,3,1,5,6,1969,1969,7,11,4,3,2,1,523,448,971,2,2,971,0,971,0,1,1,4,5,7,1,2,3,1,300,5,3,0,0,0,0,5,9,5,128500,2
"721",721,4,6563,3,1,3,"1",2,22,3,1,8,5,1985,1985,7,7,3,3,2,3,1148,594,1742,2,2,1742,0,1742,1,2,1,3,5,7,1,2,2,2,564,5,3,0,0,0,0,12,9,5,275000,2
"722",722,5,4426,3,4,4,"1",5,6,3,5,6,5,2004,2004,13,14,3,3,1,3,662,186,848,2,2,848,0,848,1,1,1,3,3,7,0,2,2,2,420,5,3,0,0,0,0,5,9,5,143000,2
"723",723,4,8120,3,4,4,"1",5,13,3,1,4,7,1970,1970,9,9,4,4,4,1,191,673,864,2,2,864,0,864,0,1,1,4,5,7,0,6,3,2,463,5,3,0,0,0,0,7,9,5,124500,2
"724",724,4,8172,3,4,4,"1",5,8,3,1,4,6,1954,1972,9,9,4,4,4,6,0,941,941,2,2,997,473,1470,0,2,1,4,7,7,0,6,3,1,548,5,3,0,156,0,0,5,9,5,135000,2
"725",725,4,13286,3,1,4,"1",5,8,3,1,9,5,2007,2008,6,6,1,1,4,3,1234,464,1698,2,2,1698,0,1698,1,2,1,1,8,7,1,2,1,3,768,5,3,0,0,0,0,2,9,5,320000,2
"726",726,4,6960,3,4,4,"1",5,13,3,1,4,6,1970,1970,7,11,4,4,4,1,375,250,864,2,2,864,0,864,0,1,1,3,5,7,0,6,3,2,660,5,3,0,0,0,500,11,9,5,120500,2
"727",727,4,21695,3,1,4,"1",1,7,3,1,6,9,1988,2007,14,11,3,3,4,3,808,72,880,2,2,1680,0,1680,1,2,1,3,5,7,1,2,1,2,540,5,3,182,0,0,0,12,9,5,222000,2
"728",728,4,7314,3,4,4,"1",5,6,3,1,7,5,2007,2007,13,14,3,3,1,3,724,508,1232,2,2,1232,0,1232,1,2,1,3,6,7,0,2,2,2,632,5,3,0,0,0,0,2,9,5,194500,2
"729",729,4,11475,3,4,4,"1",1,13,3,3,5,5,1958,1958,13,14,4,4,4,6,0,1584,1584,2,2,1776,0,1776,1,2,2,4,9,7,0,6,3,3,888,5,3,0,0,0,0,7,1,1,110000,2
"730",730,5,6240,1,4,4,"1",5,10,3,1,4,5,1925,1950,9,9,4,4,4,2,152,628,780,2,2,848,0,1208,0,1,1,4,5,7,0,6,3,2,539,5,3,0,0,0,0,1,9,5,103000,2
"731",731,4,5389,3,1,4,"1",5,22,3,5,8,5,1995,1996,6,6,3,3,4,3,1180,415,1595,2,2,1616,0,1616,1,2,1,3,5,7,1,2,2,2,608,5,3,0,0,0,0,3,9,5,236500,2
"732",732,4,9590,3,1,4,"1",1,24,3,1,7,5,2003,2003,13,14,3,1,1,3,786,82,868,2,2,1146,0,1146,1,2,1,3,6,7,1,2,1,2,438,5,3,0,0,0,0,5,9,5,187500,2
"733",733,4,11404,3,1,4,"1",5,6,3,1,7,5,1998,1999,13,14,3,3,1,1,252,901,1153,2,2,1153,878,2031,0,2,1,3,8,7,1,2,1,2,541,5,3,0,0,0,0,7,9,5,222500,2
"734",734,4,10000,3,4,4,"1",1,19,3,1,5,6,1961,1983,7,7,4,4,4,2,594,270,864,2,2,1144,0,1144,1,1,1,4,6,7,1,2,2,1,264,5,3,0,0,0,400,3,9,5,131400,2
"735",735,4,8978,3,1,4,"1",1,19,3,1,5,5,1968,1968,10,11,4,4,4,6,0,948,948,2,2,948,0,948,0,1,1,4,6,7,0,2,3,1,300,5,3,0,0,0,0,5,9,4,108000,2
"736",736,5,10800,3,4,4,"1",5,18,3,1,7,7,1914,1970,14,15,4,3,3,5,390,490,880,3,1,880,888,1768,0,1,1,4,6,7,2,6,3,2,320,5,1,0,0,0,0,10,9,5,163000,1
"737",737,4,8544,3,4,4,"1",5,13,3,3,3,4,1950,1950,12,12,4,5,5,7,0,0,0,2,1,1040,0,1040,0,2,2,4,6,7,0,6,3,2,400,5,3,0,0,0,0,7,9,5,93500,1
"738",738,4,10463,3,1,2,"1",2,9,3,1,8,5,2005,2005,13,14,3,3,4,6,0,893,893,2,2,901,900,1801,0,2,1,3,8,7,1,2,1,3,800,5,3,0,0,0,0,6,9,5,239900,2
"739",739,4,10800,3,4,4,"1",5,8,3,3,5,5,1987,1988,10,11,4,3,2,3,1200,0,1200,2,2,1200,0,1200,3,3,1,4,5,7,0,7,4,0,0,6,3,0,0,0,0,3,9,3,179000,2
"740",740,4,9313,3,1,4,"1",5,6,3,1,7,5,2004,2004,13,14,3,3,4,6,0,864,864,2,2,864,864,1728,0,2,1,3,7,7,0,2,2,2,572,5,3,0,0,0,0,4,9,5,190000,2
"741",741,5,9600,1,4,4,"1",5,18,3,1,5,7,1910,2002,14,16,4,2,4,6,0,264,264,2,2,768,664,1432,0,2,1,4,7,7,0,6,3,2,360,5,3,0,0,0,0,5,9,1,132000,2
"742",742,4,6768,3,1,4,"1",5,19,3,1,6,8,1961,1996,7,7,4,4,3,3,832,80,912,2,2,912,0,912,1,1,1,3,5,7,0,6,3,1,288,5,3,0,0,0,0,5,9,5,142000,2
"743",743,4,8450,3,4,4,"1",5,20,3,1,7,5,2000,2001,13,14,4,3,4,6,0,1349,1349,2,2,1349,0,1349,0,2,1,4,6,7,0,2,3,2,539,5,3,0,0,0,0,12,9,5,179000,2
"744",744,4,12886,3,1,4,"1",5,19,3,1,5,6,1963,1999,7,7,4,3,1,1,444,76,520,2,2,1464,0,1464,0,2,1,4,6,4,1,2,2,2,480,5,3,0,100,0,0,10,9,5,175000,2
"745",745,4,5395,3,1,2,"1",5,22,3,5,8,5,1993,1993,7,7,3,3,4,3,733,604,1337,2,2,1337,0,1337,1,2,1,3,5,7,1,2,2,2,462,5,3,168,0,0,0,10,9,5,180000,2
"746",746,4,8963,3,1,4,"1",5,17,3,1,8,9,1976,1996,13,14,1,4,4,3,575,487,1142,2,2,1175,1540,2715,0,3,1,3,11,7,2,4,1,2,831,5,3,0,0,0,0,7,9,5,299800,2
"747",747,4,8795,3,1,4,"1",5,9,3,1,7,5,2000,2000,13,14,3,3,4,3,300,652,952,2,2,980,1276,2256,0,2,1,3,8,7,1,4,1,2,554,5,3,0,0,0,0,4,9,5,236000,2
"748",748,5,11700,2,1,4,"1",1,18,3,1,7,7,1880,2003,12,13,3,4,4,6,0,1240,1240,3,1,1320,1320,2640,0,1,1,3,8,7,1,6,3,4,864,5,1,0,0,0,0,5,9,5,265979,1
"749",749,4,10593,3,1,4,"1",5,14,3,1,7,5,1996,1996,13,14,3,3,4,3,919,801,1720,2,2,1720,0,1720,1,2,1,3,7,7,1,2,1,2,527,5,3,0,0,0,0,3,9,5,260400,2
"750",750,4,8405,3,4,4,"1",5,8,3,1,4,3,1945,1950,15,16,4,5,5,7,0,0,0,6,1,1088,441,1529,0,2,1,4,9,5,0,6,3,1,240,5,1,0,0,0,0,4,9,5,98000,1
"751",751,5,8800,1,4,4,"1",1,18,3,1,4,7,1910,2004,14,15,4,4,4,6,0,576,576,2,2,792,348,1140,0,1,1,4,7,4,0,7,4,0,0,6,1,0,0,0,0,6,9,5,96500,2
"752",752,4,7750,3,4,4,"1",5,9,3,1,7,5,2003,2003,13,14,3,3,4,6,0,660,660,2,2,660,660,1320,0,2,1,3,6,7,0,2,1,2,400,5,3,0,0,0,0,8,9,5,162000,2
"753",753,4,9236,3,1,4,"1",5,6,3,1,6,5,1997,1997,13,14,4,3,2,3,1200,279,1479,2,2,1494,0,1494,1,2,1,3,6,7,0,2,2,2,576,5,3,0,0,0,0,7,9,5,217000,2
"754",754,4,10240,3,4,4,"1",5,16,3,1,8,5,2005,2005,13,14,3,3,3,6,0,1030,1030,2,2,1038,1060,2098,0,2,1,1,8,7,1,2,2,3,878,5,3,0,0,0,0,3,9,5,275500,2
"755",755,4,7930,3,4,4,"1",5,13,3,1,6,8,1969,2005,10,11,4,4,4,3,439,115,1026,2,2,1026,0,1026,1,1,1,3,5,7,0,6,2,2,440,5,3,0,0,0,0,7,9,5,156000,2
"756",756,2,3230,2,4,4,"1",5,21,3,5,6,5,1999,1999,9,9,4,3,4,3,381,348,729,2,2,742,729,1471,0,2,1,4,6,7,0,6,3,2,440,5,3,0,0,0,0,3,9,5,172500,2
"757",757,4,10769,3,1,4,"1",5,6,3,1,8,5,2007,2007,13,14,3,3,1,3,20,846,866,2,2,866,902,1768,0,2,1,3,7,7,0,2,2,2,578,5,3,0,0,0,0,4,9,5,212000,2
"758",758,4,11616,3,1,4,"1",2,19,3,1,6,5,1978,1978,7,7,4,4,3,5,438,234,672,2,2,672,714,1386,0,2,1,4,6,7,1,2,1,2,440,5,3,0,0,0,0,4,9,1,158900,2
"759",759,2,2280,2,4,4,"1",5,21,3,4,7,5,1999,1999,9,9,4,3,4,1,549,195,744,2,2,757,744,1501,0,2,1,4,6,7,0,6,3,2,440,5,3,0,0,0,0,8,9,5,179400,2
"760",760,4,12257,3,1,4,"1",5,14,3,1,8,5,1995,1995,13,14,3,3,1,4,56,1198,1318,2,2,1328,1203,2531,0,2,1,3,9,7,1,2,2,3,752,5,3,0,0,0,0,11,9,5,290000,2
"761",761,4,9100,3,4,4,"1",5,13,3,1,6,6,1959,1959,14,15,4,4,4,5,612,252,864,2,2,864,0,864,0,1,1,4,5,7,0,6,3,1,300,1,3,0,0,0,450,10,9,5,127500,2
"762",762,5,6911,3,4,4,"1",3,4,3,1,5,5,1924,1950,14,15,4,4,3,4,405,740,1145,2,2,1301,0,1301,0,1,1,2,5,3,0,6,3,2,440,5,3,0,0,0,0,10,9,5,100000,2
"763",763,2,8640,3,4,4,"1",5,21,3,1,7,5,2009,2009,13,14,4,3,3,3,24,732,756,2,2,764,783,1547,0,2,1,3,7,7,0,2,3,2,614,5,3,0,0,0,0,6,2,5,215200,2
"764",764,4,9430,3,4,4,"1",5,14,3,1,8,5,1999,1999,13,14,3,3,3,3,1163,89,1252,2,2,1268,1097,2365,1,2,1,3,8,7,1,2,2,3,856,5,3,0,180,0,0,7,9,5,337000,2
"765",765,4,9549,3,1,4,"1",2,25,3,5,8,5,1995,1996,4,4,3,3,1,4,437,0,1494,2,2,1494,0,1494,1,1,1,1,6,7,1,2,1,2,481,5,3,0,216,0,0,4,9,5,270000,2
"766",766,4,14587,3,1,4,"1",5,21,3,1,9,5,2008,2008,13,14,3,3,4,6,0,1498,1498,2,2,1506,0,1506,0,2,1,1,6,7,1,2,1,2,592,5,3,0,0,0,0,8,7,6,264132,2
"767",767,4,10421,3,4,4,"1",5,17,3,1,7,5,1988,1988,7,7,4,3,4,3,394,586,980,2,2,980,734,1714,0,2,1,4,7,7,1,2,3,2,496,5,3,0,0,0,500,3,9,5,196500,2
"768",768,4,12508,3,1,4,"1",5,12,3,1,6,7,1940,1985,13,14,4,3,3,1,660,323,983,2,2,983,767,1750,1,2,1,4,7,5,0,2,3,1,423,5,3,0,0,0,1300,7,9,5,160000,2
"769",769,4,9100,3,4,4,"1",5,6,3,1,7,5,2004,2005,13,14,3,3,4,3,24,1836,1860,2,2,1836,0,1836,0,2,1,3,8,7,1,2,1,2,484,5,3,0,0,0,0,10,9,5,216837,2
"770",770,4,53504,3,2,2,"1",2,22,3,1,8,5,2003,2003,6,16,1,3,2,1,1416,234,1650,2,2,1690,1589,3279,1,3,1,1,12,5,1,4,1,3,841,5,3,0,210,0,0,6,9,5,538000,2
"771",771,4,7252,3,1,4,"1",2,19,3,1,5,5,1982,1982,14,15,4,3,1,3,685,173,858,2,2,858,0,858,1,1,1,4,5,7,0,6,3,2,576,5,3,0,0,0,0,4,9,5,134900,2
"772",772,4,8877,3,4,4,"1",5,8,3,1,4,5,1951,1951,14,15,4,2,4,4,836,0,836,2,2,1220,0,1220,0,1,1,4,6,7,0,6,3,2,396,5,3,0,0,0,0,4,1,5,102000,2
"773",773,4,7819,3,4,4,"1",5,8,3,1,6,5,1976,1976,10,11,4,4,1,1,422,480,1029,2,2,1117,0,1117,1,1,1,4,6,7,1,6,3,2,672,5,3,0,0,0,0,3,9,1,107000,2
"774",774,4,10150,3,4,4,"1",5,13,3,1,5,5,1958,1958,14,15,4,4,4,5,456,456,912,2,2,912,0,912,0,1,1,4,5,7,0,2,2,1,275,5,3,0,0,0,0,7,1,5,114500,2
"775",775,4,14226,3,4,4,"1",1,16,3,1,8,5,2006,2006,13,14,3,3,1,6,0,1935,1935,2,2,1973,0,1973,0,2,1,3,9,7,1,2,1,3,895,5,3,0,0,0,0,7,7,6,395000,2
"776",776,5,4500,3,4,4,"1",3,12,3,5,6,5,1998,1998,13,14,4,1,4,3,866,338,1204,2,2,1204,0,1204,1,2,1,4,5,7,0,2,1,2,412,5,3,0,0,0,0,6,9,5,162000,2
"777",777,4,11210,3,1,4,"1",5,6,3,1,7,5,2005,2006,13,14,3,3,1,3,20,1594,1614,2,2,1614,0,1614,0,2,1,3,7,7,0,2,2,3,865,5,3,0,0,0,0,7,7,6,221500,2
"778",778,4,13350,3,1,4,"1",5,19,3,1,5,5,1974,1974,7,11,4,4,4,1,762,102,864,2,2,894,0,894,1,1,1,4,5,7,1,2,3,2,440,5,3,0,0,0,0,6,9,5,142500,2
"779",779,3,8400,3,4,4,"1",5,20,3,3,5,5,1977,1977,10,11,4,5,5,7,0,0,0,2,2,2020,0,2020,0,2,2,4,10,7,2,6,3,2,630,5,3,0,0,0,0,10,9,5,144000,2
"780",780,4,10530,3,4,4,"1",5,12,3,3,6,5,1977,1977,10,8,4,3,2,3,975,0,975,2,2,1004,0,1004,1,1,1,4,4,7,0,2,3,2,504,5,3,0,0,0,0,5,9,5,135000,2
"781",781,4,7875,3,4,4,"1",5,9,3,1,7,5,1995,1996,7,7,4,3,4,6,0,1237,1237,2,2,1253,0,1253,0,2,1,4,6,7,1,2,1,2,402,5,3,0,0,0,0,6,9,5,176000,2
"782",782,4,7153,3,4,4,"1",5,20,3,1,6,5,1992,1992,13,14,3,3,4,1,387,374,761,2,2,810,793,1603,0,2,1,3,7,7,0,2,2,2,484,5,3,0,0,0,0,7,9,5,175900,2
"783",783,4,16285,3,2,4,"1",5,6,3,1,7,5,2001,2002,13,14,3,3,4,6,0,1413,1413,2,2,1430,0,1430,0,2,1,3,6,7,0,2,2,2,605,5,3,0,0,0,0,6,9,5,187100,2
"784",784,4,9101,3,1,4,"1",1,12,3,1,5,6,1978,1978,10,11,4,3,1,3,1097,0,1097,2,2,1110,0,1110,1,1,1,3,4,7,1,2,1,2,602,5,3,0,0,0,0,7,9,5,165500,2
"785",785,5,6300,1,4,4,"1",5,18,3,1,6,6,1914,2001,14,16,4,4,4,6,0,742,742,2,2,742,742,1484,0,2,1,4,9,7,1,7,4,0,0,6,3,0,0,0,0,6,9,5,128000,2
"786",786,4,9790,3,4,4,"1",5,17,3,1,6,5,1967,1967,4,15,4,4,4,5,251,491,1372,2,2,1342,0,1342,0,2,1,4,7,7,1,2,3,2,457,5,3,0,197,0,0,9,9,5,161500,2
"787",787,5,10800,3,4,4,"1",5,18,3,1,5,6,1915,1950,9,9,4,2,4,4,686,0,686,2,2,966,686,1652,1,2,1,4,7,7,0,6,3,1,416,5,3,0,0,0,1200,6,9,5,139000,2
"788",788,4,10142,3,1,4,"1",5,20,3,1,7,5,2004,2004,13,14,3,3,4,3,656,300,956,2,2,956,1128,2084,1,2,1,3,8,7,0,4,2,2,618,5,3,0,0,0,0,1,9,5,233000,2
"789",789,5,6000,3,4,4,"1",1,18,3,1,4,7,1954,2000,9,9,4,4,4,6,0,901,901,2,2,901,0,901,0,1,1,4,4,7,0,6,3,1,281,2,3,0,0,0,0,8,9,5,107900,2
"790",790,4,12205,3,1,3,"1",5,5,3,1,6,8,1966,2007,7,7,4,4,2,4,568,264,832,2,2,976,1111,2087,0,2,1,3,9,7,0,2,1,2,444,5,3,0,0,0,0,7,9,5,187500,2
"791",791,4,3182,3,4,4,"1",5,1,3,5,7,5,2005,2006,13,14,3,3,4,3,16,1129,1145,2,2,1145,0,1145,0,2,1,3,5,7,1,2,1,2,397,5,3,0,0,0,0,9,9,5,160200,2
"792",792,4,11333,3,1,4,"1",1,12,3,1,6,5,1976,1976,7,7,4,3,1,1,539,490,1029,2,2,1062,0,1062,1,1,1,4,5,7,2,2,2,2,539,5,3,0,0,0,0,5,9,5,146800,2
"793",793,4,9920,3,1,4,"1",2,14,3,1,7,5,1996,1997,9,9,3,3,1,3,862,255,1117,2,2,1127,886,2013,1,2,1,4,8,7,1,2,3,2,455,5,3,0,0,0,0,6,9,5,269790,2
"794",794,4,9158,3,4,4,"1",5,21,3,1,8,5,2007,2007,6,6,3,3,1,6,0,1496,1496,2,2,1496,0,1496,0,2,1,3,7,7,0,2,1,2,474,5,3,0,0,0,0,6,7,6,225000,2
"795",795,4,10832,3,1,4,"1",1,9,3,1,7,5,1994,1996,9,9,3,3,4,6,0,712,712,2,2,1086,809,1895,0,2,1,3,7,7,1,2,1,2,409,5,3,0,0,0,500,10,9,5,194500,2
"796",796,4,8400,3,4,4,"1",5,20,3,1,6,6,1980,1981,7,7,4,3,4,6,0,650,650,2,2,888,676,1564,0,2,1,4,7,7,1,2,3,2,476,5,3,0,204,0,0,4,9,5,171000,2
"797",797,4,8197,3,4,4,"1",5,19,3,1,6,5,1977,1977,10,11,4,4,4,6,0,660,660,2,2,1285,0,1285,0,1,1,4,7,7,1,2,2,2,528,5,3,0,0,0,0,4,9,5,143500,2
"798",798,4,7677,3,4,4,"1",5,13,3,1,5,5,1953,1953,13,14,4,4,4,2,570,203,773,2,2,773,0,773,0,1,1,4,4,7,0,2,3,1,240,5,3,0,0,0,0,4,9,1,110000,2
"799",799,4,13518,3,4,4,"1",5,16,3,1,9,5,2008,2009,13,14,1,1,4,6,0,1926,1926,2,2,1966,1174,3140,0,3,1,1,11,7,2,4,1,3,820,5,3,0,0,0,0,7,7,6,485000,2
"800",800,4,7200,3,4,4,"1",1,23,3,1,5,7,1937,1950,14,15,4,3,4,1,569,162,731,2,2,981,787,1768,1,1,1,3,7,7,2,6,3,1,240,5,3,0,0,0,0,6,9,5,175000,2
"801",801,4,12798,3,1,2,"1",5,5,3,1,6,5,1997,1997,13,14,4,3,2,3,462,154,616,2,2,616,1072,1688,1,2,1,3,8,7,0,2,2,2,603,5,3,0,0,0,400,5,9,5,200000,2
"802",802,5,4800,3,4,4,"1",5,10,3,1,4,7,1916,1990,9,9,4,4,4,4,197,999,1196,2,2,1196,0,1196,1,1,1,4,5,7,0,6,3,2,440,5,3,0,0,0,0,7,9,5,109900,2
"803",803,4,8199,3,4,4,"1",5,6,3,1,7,5,2005,2005,15,16,3,3,1,3,648,80,728,2,2,728,728,1456,1,2,1,3,7,7,1,2,1,2,410,5,3,0,0,0,0,10,9,5,189000,2
"804",804,4,13891,3,4,4,"1",5,16,3,1,9,5,2008,2009,13,14,1,1,2,6,0,1734,1734,2,2,1734,1088,2822,0,3,1,1,12,7,1,4,2,3,1020,5,3,0,192,0,0,1,7,6,582933,2
"805",805,4,9000,3,4,4,"1",5,13,3,1,5,5,1954,1954,14,15,4,4,4,4,812,124,936,2,2,1128,0,1128,0,1,1,4,5,3,0,2,3,1,286,5,3,0,0,0,0,6,9,4,118000,2
"806",806,4,12274,3,1,4,"1",3,21,3,1,7,5,2008,2008,13,14,3,3,4,6,0,1417,1417,2,2,1428,0,1428,0,2,1,1,6,7,0,2,2,2,554,5,3,0,0,0,0,7,7,6,227680,2
"807",807,4,9750,3,4,4,"1",5,13,3,1,5,5,1967,1967,13,14,4,4,1,1,400,100,980,2,2,980,0,980,0,2,1,4,6,7,0,2,1,1,384,5,3,0,0,0,0,10,9,5,135500,2
"808",808,4,21384,3,4,4,"1",5,4,3,1,5,6,1923,2004,14,15,4,4,2,3,1309,15,1324,2,2,1072,504,1576,2,1,1,3,6,7,1,2,2,2,528,5,3,0,0,0,0,5,9,5,223500,2
"809",809,4,13400,3,4,4,"1",5,13,3,1,5,5,1966,1966,13,14,4,4,1,1,516,380,1024,2,2,1086,0,1086,1,1,1,4,6,7,1,2,2,2,484,5,3,0,0,0,0,6,9,5,159950,2
"810",810,5,8100,3,4,4,"1",1,18,3,1,5,5,1898,1965,1,1,4,4,4,6,0,849,849,2,1,1075,1063,2138,0,2,3,4,11,7,0,6,3,2,360,2,1,0,0,0,0,11,9,5,106000,1
"811",811,4,10140,3,4,4,"1",5,17,3,1,6,6,1974,1999,7,7,4,4,4,1,663,0,1040,2,2,1309,0,1309,1,1,1,3,5,7,1,2,2,2,484,5,3,0,0,648,0,1,9,5,181000,2
"812",812,5,4438,3,4,4,"1",5,6,3,5,6,5,2004,2004,13,14,3,3,2,3,662,186,848,2,2,848,0,848,1,1,1,3,4,7,1,2,1,2,420,5,3,0,0,0,0,6,3,5,144500,2
"813",813,1,8712,3,4,1,"1",5,10,3,1,5,5,1952,1952,14,15,2,4,1,6,0,540,540,2,1,1044,0,1044,0,1,1,2,4,7,0,3,3,2,504,5,1,0,0,0,54,6,9,3,55993,1
"814",814,4,9750,3,4,4,"1",5,13,3,1,6,6,1958,1958,9,9,4,4,4,5,608,834,1442,2,2,1442,0,1442,0,1,1,4,7,7,0,2,2,1,301,5,3,0,0,0,500,4,1,5,157900,2
"815",815,4,8248,1,4,4,"1",5,8,3,1,5,7,1918,1950,12,13,4,4,4,6,0,686,686,3,2,686,564,1250,0,1,1,2,7,7,0,6,3,1,280,5,2,0,0,0,0,7,9,5,116000,2
"816",816,4,12137,3,2,4,"1",2,6,3,1,7,5,1998,1998,13,14,4,3,4,6,0,1649,1649,2,2,1661,0,1661,0,2,1,3,6,7,0,2,2,2,598,5,3,0,0,0,0,5,9,5,224900,2
"817",817,4,11425,3,1,4,"1",1,13,3,1,5,6,1954,1954,4,4,4,4,4,2,486,522,1008,2,2,1008,0,1008,0,1,1,4,4,7,1,2,2,1,275,5,3,0,0,0,0,7,9,5,137000,2
"818",818,4,13265,3,1,4,"1",2,12,3,1,8,5,2002,2002,6,6,3,3,4,3,1218,350,1568,2,2,1689,0,1689,1,2,1,3,7,7,2,2,2,3,857,5,3,0,0,0,0,7,9,5,271000,2
"819",819,4,8816,3,4,4,"1",5,5,3,1,6,7,1971,1971,7,7,4,4,1,3,504,506,1010,2,2,1052,0,1052,1,1,1,4,6,7,0,2,3,2,440,5,3,0,0,0,0,6,9,5,155000,2
"820",820,4,6371,3,1,4,"1",5,16,3,5,7,5,2009,2010,13,14,3,3,3,3,733,625,1358,2,2,1358,0,1358,1,2,1,3,6,7,1,2,2,2,484,5,3,0,0,0,0,6,7,6,224000,2
"821",821,4,7226,3,1,4,"1",2,6,3,1,7,5,2003,2003,13,14,3,3,4,6,0,798,798,2,2,798,842,1640,0,2,1,3,6,7,0,2,2,2,595,5,3,0,0,0,0,6,9,5,183000,2
"822",822,5,6000,2,4,1,"1",5,18,3,2,4,4,1953,1953,9,9,2,2,4,6,0,936,936,2,1,936,0,936,0,1,1,4,4,4,0,6,3,2,576,5,3,0,0,0,0,2,9,5,93000,1
